iter	RMSE
328	0.002234670113
329	0.002233896242
330	0.002233630194
331	0.002232584653
332	0.002231721307
333	0.002230676309
334	0.002229918682
335	0.002229273766
336	0.002228539116
337	0.002227759928
338	0.002226790502
339	0.002225914614
340	0.002225604019
341	0.002224927086
342	0.002224085006
343	0.00222268431
344	0.002221409299
345	0.002220619559
346	0.002220066928
347	0.002219022541
348	0.002217826833
349	0.002217097699
350	0.002216801685
351	0.002215712446
352	0.002215118023
353	0.00221416268
354	0.002213476514
355	0.002212778263
356	0.002212023845
357	0.002211303706
358	0.002210550403
359	0.00220995792
360	0.00220936573
361	0.00220903685
362	0.002208498384
363	0.00220746893
364	0.002206323576
365	0.002205418725
366	0.002204574582
367	0.002203619301
368	0.002203258148
369	0.002202509237
370	0.002201428647
371	0.002200779303
372	0.00219992968
373	0.002199037312
374	0.002198577896
375	0.002197614196
376	0.002196980865
377	0.002196075381
378	0.002195614188
379	0.002195288691
380	0.002194499056
381	0.002193826063
382	0.002193302957
383	0.00219275681
384	0.002192262856
385	0.002191156485
386	0.002190726436
387	0.002190301216
388	0.002189830156
389	0.002189239812
390	0.002188447432
391	0.002188025041
392	0.002187403231
393	0.002186969144
394	0.002186626963
395	0.002186107294
396	0.00218569322
397	0.002185107783
398	0.002184893298
399	0.002184061256
400	0.002183286962
401	0.002183093732
402	0.002182659149
403	0.002182109591
404	0.002181333588
405	0.002180665672
406	0.002179403211
407	0.002178482405
408	0.002177659082
409	0.002177292973
410	0.002176526041
411	0.002176250868
412	0.00217546372
413	0.002175027762
414	0.002174208303
415	0.002173653267
416	0.002173180688
417	0.002172418639
418	0.0021718762
419	0.002171844506
420	0.002171528552
421	0.002171116924
422	0.002170187923
423	0.002169739832
424	0.002168877424
425	0.002168021718
426	0.002167398539
427	0.002166841046
428	0.002166451521
429	0.002166025532
430	0.002165757668
431	0.002164956853
432	0.002164438023
433	0.002163382683
434	0.002163194346
435	0.002162498357
436	0.00216153613
437	0.002160387396
438	0.002159974907
439	0.002159652661
440	0.002159010847
441	0.002158596256
442	0.002158098734
443	0.002157170859
444	0.002157142292
445	0.002156589078
446	0.002156088249
447	0.002155545803
448	0.002154912279
449	0.002154626671
450	0.002153624548
451	0.002152666855
452	0.002152236366
453	0.002151838905
454	0.002151423701
455	0.002150955092
456	0.00215055008
457	0.002150061412
458	0.002149850336
459	0.002148940873
460	0.00214803846
461	0.002146943994
462	0.00214653503
463	0.002145661181
464	0.002145209224
465	0.002144278603
466	0.002143993622
467	0.002143421112
468	0.00214268651
469	0.002142436664
470	0.002141755965
471	0.002140928429
472	0.002140486656
473	0.002139688922
474	0.002139172987
475	0.002138588283
476	0.002137859867
477	0.002137412729
478	0.0021372189
479	0.002136889937
480	0.002136285889
481	0.002135704812
482	0.00213517122
483	0.002135111027
484	0.002134384294
485	0.002133810067
486	0.002133479575
487	0.002133206773
488	0.002132596601
489	0.002132054804
490	0.002131676804
491	0.002131276935
492	0.002130504727
493	0.002130275063
494	0.002129656133
495	0.002129291937
496	0.002128697854
497	0.002128248908
498	0.002127763337
499	0.002127131919
500	0.002126627155
501	0.002125857861
502	0.002125415686
503	0.002124479031
504	0.002124156631
505	0.002124096702
506	0.002123422413
507	0.002123179863
508	0.002122543819
509	0.002122308097
510	0.002121587057
511	0.002121023819
512	0.002120644188
513	0.002120326839
514	0.002119639368
515	0.002119521303
516	0.002119350434
517	0.002118962636
518	0.002118676651
519	0.002118091201
520	0.002117371753
521	0.002116930153
522	0.002116246798
523	0.00211583459
524	0.002115456356
525	0.0021151028
526	0.002114389767
527	0.002114025837
528	0.002113363822
529	0.002113221968
530	0.002112700614
531	0.002112249728
532	0.002111703755
533	0.002111213691
534	0.002111155605
535	0.002111104292
536	0.002110580003
537	0.002110205823
538	0.002109688264
539	0.002109154097
540	0.002108778363
541	0.00210832123
542	0.002107974533
543	0.002107664553
544	0.002106768236
545	0.002106434524
546	0.00210578328
547	0.002105376486
548	0.002104927793
549	0.002104085738
550	0.002103626909
551	0.002103477593
552	0.002102819928
553	0.002102482017
554	0.002102456089
555	0.002102080524
556	0.002101614653
557	0.002101010952
558	0.002100602153
559	0.002100350856
560	0.002100156476
561	0.002099423641
562	0.002099278812
563	0.002098712364
564	0.002098521878
565	0.002097575078
566	0.002097137528
567	0.002096633568
568	0.002096041497
569	0.002096004193
570	0.002095482745
571	0.002095105332
572	0.002094794826
573	0.002094547751
574	0.002094332197
575	0.002093972204
576	0.002093569274
577	0.002092912443
578	0.002092800701
579	0.002092656644
580	0.002092186112
581	0.002091937845
582	0.002091868516
583	0.00209159987
584	0.002091061157
585	0.002090160107
586	0.002089670849
587	0.002089341486
588	0.002089207554
589	0.002088879166
590	0.002088221354
591	0.0020878817
592	0.002087740946
593	0.002087343679
594	0.002086745874
595	0.002086203088
596	0.002086127197
597	0.002085658358
598	0.002085207117
599	0.002084920714
600	0.002084563666
601	0.002084252363
602	0.002084213147
603	0.002083823852
604	0.002083340152
605	0.002082916298
606	0.002082469569
607	0.002082091042
608	0.002081560977
609	0.002081215612
610	0.00208115184
611	0.00208078173
612	0.00208033791
613	0.002079933334
614	0.002079863689
615	0.002079255975
616	0.002078725021
617	0.00207780993
618	0.002077216212
619	0.002076856315
620	0.002076504776
621	0.002076332188
622	0.002076319635
623	0.002075983804
624	0.002075971706
625	0.002074936595
626	0.002074883609
627	0.002074364658
628	0.002073638668
629	0.002073339203
630	0.002073284971
631	0.002072916324
632	0.00207254689
633	0.002072303787
634	0.002072129302
635	0.002071521167
636	0.002070508439
637	0.002070475849
638	0.002070286875
639	0.002070017395
640	0.00206924851
641	0.002068691462
642	0.002068375719
643	0.002067874119
644	0.002067139104
645	0.002067016831
646	0.002066947271
647	0.002066617955
648	0.002066275061
649	0.002065916356
650	0.002065510129
651	0.002065128381
652	0.002064987881
653	0.002064615232
654	0.002064177337
655	0.002063593867
656	0.002062830679
657	0.002062633292
658	0.002062331331
659	0.002061897239
660	0.002061853829
661	0.002061808296
662	0.002061369303
663	0.00206081865
664	0.002060686436
665	0.002060063277
666	0.002059700429
667	0.002059515542
668	0.002059227266
669	0.002059211158
670	0.002058834772
671	0.00205837522
672	0.002058248686
673	0.002057699122
674	0.002057689963
675	0.002057458321
676	0.00205730485
677	0.002057173178
678	0.002057008251
679	0.002056453309
680	0.002055983683
681	0.002055821728
682	0.002055342097
683	0.002055259576
684	0.002054804054
685	0.002054769056
686	0.002054245527
687	0.002053471061
688	0.002053033831
689	0.002052860259
690	0.002052654252
691	0.002052416499
692	0.002051903721
693	0.00205143172
694	0.002051310906
695	0.002051000241
696	0.002050647531
697	0.002050368153
698	0.002049894543
699	0.002049537394
700	0.002049335865
701	0.002048928093
702	0.002048779864
703	0.002048254621
704	0.002047796874
705	0.002047123318
706	0.002046853785
707	0.002046634046
708	0.002046103102
709	0.002045335907
710	0.002045078856
711	0.002045070643
712	0.002044627901
713	0.002044241949
714	0.002044040512
715	0.002043684445
716	0.002043437964
717	0.002043177001
718	0.002043133244
719	0.002042804988
720	0.002042368426
721	0.002042256779
722	0.002041917588
723	0.002041747593
724	0.002041643776
725	0.002041193705
726	0.002040954046
727	0.002040552123
728	0.002040200773
729	0.002039744139
730	0.002039502342
731	0.002039135205
732	0.002038455033
733	0.002037913839
734	0.002037874815
735	0.002037302716
736	0.00203678358
737	0.002036584818
738	0.00203651821
739	0.002036338782
740	0.002035992463
741	0.002035591448
742	0.0020354898
743	0.002035213348
744	0.002034891257
745	0.002034648331
746	0.002034474477
747	0.002034334507
748	0.002033686325
749	0.002033392636
750	0.002033003905
751	0.002032703181
752	0.002032493352
753	0.002032290114
754	0.002032104421
755	0.002031760884
756	0.002031717191
757	0.002031608473
758	0.002031369292
759	0.0020310622
760	0.002030962166
761	0.002030931808
762	0.002030427052
763	0.002030112432
764	0.002029665643
765	0.002029445024
766	0.002028686223
767	0.002028471346
768	0.002028248871
769	0.002028015311
770	0.002027771717
771	0.002027579954
772	0.002027204703
773	0.002026281235
774	0.002026132913
775	0.002025714669
776	0.002025151328
777	0.00202481485
778	0.00202435868
779	0.002024238461
780	0.002024126763
781	0.002024043416
782	0.002023767798
783	0.002023706926
784	0.002023397984
785	0.002023286478
786	0.002022832806
787	0.002022339768
788	0.002021868871
789	0.002021248267
790	0.002020956327
791	0.002020683495
792	0.00202066216
793	0.002020438495
794	0.002020083298
795	0.002019685975
796	0.002019439839
797	0.002019294819
798	0.002018991774
799	0.002018823379
800	0.002018778108
801	0.002018426068
802	0.002017700174
803	0.002017179127
804	0.002016675296
805	0.002016397101
806	0.002016110794
807	0.00201579927
808	0.002015597767
809	0.002015139565
810	0.002014768676
811	0.002014206091
812	0.002014023799
813	0.002013810027
814	0.002013563766
815	0.002013219601
816	0.002012934658
817	0.002012674635
818	0.002012245415
819	0.002011650529
820	0.002011109815
821	0.002010590221
822	0.002010224754
823	0.002010037224
824	0.002009686999
825	0.002009432359
826	0.002009119673
827	0.002008744164
828	0.00200857398
829	0.002008529327
830	0.002008520803
831	0.002008245568
832	0.002008154509
833	0.002007918758
834	0.002007088575
835	0.002006926772
836	0.002006778328
837	0.002006624304
838	0.002006130387
839	0.002005851544
840	0.00200554583
841	0.00200515188
842	0.002004916417
843	0.002004538805
844	0.002003781059
845	0.002003513078
846	0.002003009705
847	0.002002666099
848	0.002002406782
849	0.002001912107
850	0.002001795221
851	0.002001503566
852	0.002001187827
853	0.002000962791
854	0.002000943166
855	0.002000900049
856	0.00200041896
857	0.002000264141
858	0.00199982815
859	0.001999698952
860	0.001999042533
861	0.001998888785
862	0.001998729913
863	0.001998088238
864	0.001997728764
865	0.001997686257
866	0.001997545936
867	0.001997249281
868	0.001997225405
869	0.001996614866
870	0.001996261969
871	0.001996131717
872	0.001995827548
873	0.001995797858
874	0.001995339619
875	0.001995159917
876	0.001995084092
877	0.001994432211
878	0.001994166428
879	0.001993952975
880	0.001993555469
881	0.001993306242
882	0.001992944659
883	0.001992765107
884	0.001992479516
885	0.0019923856
886	0.001992099732
887	0.001992044924
888	0.001991926242
889	0.001991527868
890	0.001991280392
891	0.001990788795
892	0.001990464547
893	0.001990421039
894	0.001990270963
895	0.001989801674
896	0.001989476035
897	0.001989451962
898	0.001989315043
899	0.001989061733
900	0.001988748665
901	0.0019884452
902	0.001988323759
903	0.001987773931
904	0.001987482133
905	0.001987176168
906	0.001986722735
907	0.001986500955
908	0.001986370442
909	0.001985895269
910	0.001985618748
911	0.001985402809
912	0.001984931874
913	0.00198415357
914	0.001984030488
915	0.001983719989
916	0.001983432399
917	0.001982873355
918	0.001982825523
919	0.001982234637
920	0.001982180154
921	0.001981938153
922	0.001981760102
923	0.001981499515
924	0.001981491184
925	0.001981163164
926	0.001981074012
927	0.001980766378
928	0.001980437729
929	0.00198015994
930	0.00197981677
931	0.001979782103
932	0.001979607892
933	0.001979602279
934	0.001979175026
935	0.001978990078
936	0.0019788018
937	0.001978672003
938	0.001978379937
939	0.001978196924
940	0.001977875785
941	0.001977416427
942	0.001977099979
943	0.001976933975
944	0.00197664777
945	0.001976469142
946	0.001976133123
947	0.001975783039
948	0.001975630987
949	0.001975289405
950	0.001975036867
951	0.001974533186
952	0.001974210087
953	0.001973835313
954	0.001973820728
955	0.001973664751
956	0.001973515169
957	0.001973254145
958	0.001972798849
959	0.001972586866
960	0.001972176039
961	0.001971423862
962	0.001971150249
963	0.001970903119
964	0.001970727831
965	0.001970694164
966	0.001970519065
967	0.001970352427
968	0.001970010088
969	0.001969737352
970	0.001969590831
971	0.00196942905
972	0.001969141011
973	0.00196871928
974	0.001968682424
975	0.001968155567
976	0.001967844565
977	0.001967743344
978	0.001967556743
979	0.001967512039
980	0.00196714994
981	0.001966971356
982	0.001966944266
983	0.001966898686
984	0.001966667123
985	0.001966264574
986	0.001965962187
987	0.001964950885
988	0.001964766266
989	0.001964560023
990	0.001964556357
991	0.001964545714
992	0.001964118979
993	0.001964050172
994	0.001963749302
995	0.001963648376
996	0.001963597622
997	0.001963533626
998	0.001963349947
999	0.00196333404
